Session,Team,No,Space,Action,Erros,Attempts,Score
4,ITA,15,4,8,0.0,1.0,0.0
4,ITA,6,2,5,0.0,1.0,0.0
4,ITA,5,3,1,0.0,0.0,1.0
4,ITA,5,12,6,0.0,0.0,1.0
4,ITA,5,12,6,1.0,0.0,0.0
4,ITA,5,4,8,0.0,1.0,0.0
4,ITA,6,2,5,0.0,1.0,0.0
4,ITA,15,1,1,0.0,0.0,1.0
4,ITA,17,12,4,0.0,0.0,0.0
4,ITA,6,6,3,1.0,0.0,0.0
4,ITA,15,7,8,0.0,1.0,0.0
4,ITA,6,2,5,0.0,1.0,0.0
4,ITA,15,1,1,0.0,0.0,0.0
4,ITA,7,4,3,1.0,0.0,0.0
4,ITA,6,5,5,0.0,0.0,0.0
4,ITA,15,1,3,1.0,0.0,0.0
4,ITA,15,7,8,0.0,0.0,0.0
4,ITA,6,13,5,0.0,0.0,0.0
4,ITA,16,3,1,0.0,0.0,1.0
4,ITA,16,12,6,0.0,0.0,0.0
4,ITA,7,4,3,1.0,0.0,0.0
4,ITA,7,8,8,1.0,0.0,0.0
4,ITA,16,6,8,0.0,0.0,0.0
4,ITA,6,5,5,0.0,1.0,0.0
4,ITA,16,3,1,0.0,0.0,1.0
4,ITA,14,3,2,0.0,0.0,0.0
4,ITA,7,8,8,0.0,0.0,0.0
4,ITA,6,1,5,0.0,0.0,0.0
4,ITA,16,3,1,0.0,0.0,0.0
4,ITA,14,3,2,0.0,0.0,0.0
4,ITA,5,1,2,1.0,0.0,0.0
4,ITA,6,6,5,0.0,0.0,0.0
4,ITA,5,1,1,0.0,0.0,0.0
4,ITA,7,7,3,0.0,0.0,0.0
4,ITA,6,3,1,0.0,0.0,0.0
4,ITA,6,3,3,0.0,0.0,0.0
4,ITA,7,1,5,0.0,0.0,0.0
4,ITA,5,1,1,0.0,0.0,0.0
4,ITA,16,5,3,0.0,1.0,0.0
4,ITA,6,2,5,0.0,1.0,0.0
4,ITA,15,1,1,1.0,0.0,0.0
4,ITA,7,8,8,0.0,0.0,0.0
4,ITA,6,1,5,0.0,0.0,0.0
4,ITA,5,1,1,1.0,0.0,0.0
4,ITA,15,9,8,0.0,0.0,0.0
4,ITA,6,4,5,0.0,0.0,0.0
4,ITA,5,1,1,0.0,0.0,1.0
4,ITA,15,8,8,0.0,0.0,0.0
4,ITA,6,5,5,0.0,0.0,0.0
4,ITA,16,3,1,0.0,0.0,1.0
4,ITA,6,10,6,0.0,0.0,0.0
4,ITA,7,4,3,1.0,0.0,0.0
4,ITA,7,8,8,0.0,0.0,0.0
4,ITA,6,2,5,0.0,0.0,0.0
4,ITA,17,2,1,0.0,0.0,0.0
4,ITA,7,5,3,0.0,0.0,0.0
4,ITA,6,2,5,0.0,0.0,0.0
4,ITA,5,1,1,0.0,0.0,1.0
4,ITA,15,4,8,0.0,1.0,0.0
4,ITA,5,1,1,0.0,0.0,0.0
4,ITA,15,1,1,1.0,0.0,0.0
4,ITA,7,7,3,0.0,0.0,0.0
4,ITA,17,2,3,1.0,0.0,0.0
4,ITA,7,8,8,1.0,0.0,0.0
4,ITA,15,7,8,0.0,0.0,0.0
4,ITA,15,1,1,0.0,0.0,0.0
4,ITA,5,1,3,0.0,0.0,0.0
4,ITA,6,3,5,0.0,0.0,0.0
4,ITA,14,2,1,0.0,0.0,0.0
4,ITA,17,1,2,0.0,0.0,0.0
4,ITA,18,8,8,0.0,0.0,0.0
4,ITA,5,6,3,0.0,0.0,0.0
4,ITA,15,1,1,0.0,0.0,1.0
4,ITA,14,1,2,0.0,0.0,1.0
4,ITA,8,11,6,0.0,0.0,0.0
4,ITA,6,6,3,1.0,0.0,0.0
4,ITA,16,12,6,1.0,0.0,0.0
4,ITA,5,8,8,1.0,0.0,0.0
4,ITA,6,10,6,0.0,0.0,0.0
4,ITA,5,1,3,0.0,0.0,0.0
4,ITA,17,2,3,0.0,0.0,0.0
4,ITA,6,2,3,0.0,0.0,0.0
4,ITA,5,1,2,0.0,0.0,1.0
4,ITA,6,10,6,0.0,0.0,0.0
4,ITA,7,7,3,1.0,0.0,0.0
4,ITA,15,8,8,0.0,0.0,0.0
4,ITA,6,3,5,0.0,0.0,0.0
4,ITA,17,2,1,0.0,0.0,0.0
4,ITA,7,4,3,0.0,0.0,0.0
4,ITA,6,8,5,0.0,0.0,0.0
4,ITA,16,1,1,0.0,0.0,1.0
4,ITA,5,12,6,0.0,0.0,0.0
4,ITA,6,2,5,0.0,1.0,0.0
4,ITA,15,1,1,1.0,0.0,0.0
4,ITA,17,12,4,0.0,0.0,0.0
4,ITA,6,6,3,0.0,0.0,0.0
4,ITA,14,2,2,0.0,0.0,0.0
4,ITA,5,8,3,0.0,0.0,0.0
4,ITA,6,3,5,0.0,0.0,0.0
4,ITA,16,3,1,0.0,0.0,1.0
4,ITA,17,12,4,0.0,0.0,0.0
4,ITA,17,12,4,0.0,0.0,0.0
4,ITA,17,4,3,1.0,0.0,0.0
4,ITA,18,8,8,0.0,0.0,0.0
4,ITA,15,1,1,0.0,0.0,0.0
4,ITA,5,8,3,1.0,0.0,0.0
4,ITA,15,7,8,0.0,0.0,0.0
4,ITA,6,5,5,0.0,0.0,0.0
4,ITA,16,3,1,0.0,0.0,1.0
4,ITA,16,12,6,0.0,0.0,0.0
4,ITA,16,9,3,1.0,0.0,0.0
4,ITA,7,8,8,0.0,0.0,0.0
4,ITA,6,3,5,0.0,0.0,0.0
4,ITA,16,3,1,0.0,0.0,0.0
4,ITA,7,5,3,0.0,1.0,0.0
4,ITA,6,2,5,0.0,0.0,0.0
4,ITA,15,1,1,0.0,1.0,1.0
4,ITA,15,12,6,0.0,0.0,0.0
4,ITA,16,6,3,1.0,0.0,0.0
4,ITA,14,10,6,1.0,0.0,0.0
4,ITA,6,2,5,0.0,1.0,0.0
4,ITA,16,3,1,0.0,0.0,1.0
4,ITA,6,10,6,0.0,0.0,0.0
4,ITA,5,1,2,0.0,0.0,0.0
4,ITA,7,4,3,0.0,0.0,0.0
4,ITA,6,2,5,0.0,1.0,0.0
4,ITA,15,2,1,0.0,0.0,0.0
4,ITA,7,4,3,0.0,0.0,0.0
4,ITA,6,2,5,0.0,0.0,0.0
4,ITA,5,1,1,1.0,0.0,0.0
4,ITA,5,12,6,0.0,0.0,0.0
4,ITA,7,5,5,0.0,0.0,0.0
4,ITA,15,1,1,0.0,0.0,0.0
4,ITA,17,1,2,0.0,0.0,0.0
4,ITA,7,13,3,0.0,1.0,0.0
4,ITA,6,2,5,0.0,0.0,0.0
4,ITA,6,2,3,1.0,0.0,0.0
4,ITA,7,8,8,0.0,1.0,0.0
4,ITA,6,2,5,0.0,0.0,0.0
4,ITA,5,2,1,0.0,0.0,0.0
4,ITA,17,3,2,0.0,0.0,0.0
4,ITA,7,13,3,0.0,0.0,0.0
4,ITA,15,13,3,0.0,0.0,0.0
4,ITA,16,2,1,0.0,0.0,0.0
4,ITA,6,5,3,0.0,0.0,0.0
4,ITA,7,5,5,0.0,0.0,0.0
4,ITA,16,3,1,1.0,0.0,0.0
4,ITA,7,8,8,1.0,0.0,0.0
4,ITA,5,6,8,0.0,1.0,0.0
4,ITA,6,2,5,0.0,0.0,0.0
4,ITA,15,1,1,0.0,0.0,0.0
4,ITA,15,1,3,0.0,0.0,0.0
4,ITA,15,1,1,0.0,0.0,0.0
4,ITA,6,8,3,0.0,0.0,0.0
4,ITA,7,13,3,0.0,0.0,0.0
4,ITA,15,1,1,1.0,0.0,0.0
4,ITA,15,4,8,0.0,1.0,0.0
4,ITA,6,2,5,0.0,1.0,0.0
4,ITA,16,3,1,0.0,0.0,1.0
4,ITA,17,12,4,0.0,0.0,0.0
4,ITA,6,6,3,0.0,0.0,0.0
4,ITA,15,13,3,0.0,0.0,0.0
4,ITA,17,5,1,0.0,0.0,0.0
4,ITA,19,1,2,1.0,0.0,0.0
4,ITA,16,12,6,0.0,0.0,0.0
4,ITA,16,12,6,1.0,0.0,0.0
4,ITA,7,8,8,0.0,0.0,0.0
4,ITA,6,1,5,0.0,0.0,0.0
4,ITA,15,1,1,0.0,0.0,0.0
4,ITA,15,1,1,0.0,0.0,1.0
4,ITA,19,1,2,0.0,0.0,0.0
4,ITA,7,7,3,0.0,0.0,0.0
4,ITA,6,2,5,0.0,0.0,0.0
4,ITA,15,1,1,0.0,0.0,1.0
4,ITA,15,12,6,0.0,0.0,0.0
4,ITA,5,4,8,0.0,0.0,0.0
4,ITA,6,2,3,0.0,0.0,0.0
4,ITA,16,3,1,1.0,0.0,0.0
4,ITA,19,12,4,0.0,0.0,0.0
4,ITA,17,3,2,0.0,0.0,0.0
4,ITA,15,8,3,0.0,1.0,0.0
4,ITA,16,1,1,0.0,0.0,0.0
4,ITA,6,3,2,1.0,0.0,0.0
4,ITA,6,10,6,0.0,0.0,0.0
4,ITA,7,4,3,0.0,0.0,0.0
4,ITA,15,8,3,0.0,0.0,0.0
4,ITA,16,3,3,1.0,0.0,0.0
4,ITA,18,8,8,0.0,0.0,0.0
4,ITA,6,2,5,0.0,0.0,0.0
4,ITA,17,2,1,0.0,0.0,0.0
4,ITA,15,5,3,1.0,0.0,0.0
4,ITA,5,12,6,0.0,0.0,0.0
4,ITA,7,4,3,0.0,0.0,0.0
4,ITA,7,4,3,0.0,0.0,0.0
4,ITA,15,4,5,0.0,0.0,0.0
4,ITA,16,2,3,0.0,0.0,0.0
4,ITA,6,5,3,0.0,0.0,0.0
4,ITA,7,5,5,0.0,0.0,0.0
4,ITA,5,12,6,1.0,0.0,0.0
4,ITA,17,12,4,0.0,0.0,0.0
4,ITA,8,11,6,1.0,0.0,0.0
4,ITA,15,7,8,0.0,0.0,0.0
4,ITA,7,9,5,0.0,0.0,0.0
4,ITA,15,1,1,0.0,0.0,1.0
4,ITA,7,8,8,0.0,0.0,0.0
4,ITA,6,2,3,1.0,0.0,0.0
4,ITA,15,7,8,0.0,0.0,0.0
4,ITA,5,7,3,1.0,0.0,0.0
4,ITA,5,8,8,0.0,0.0,0.0
4,ITA,15,4,5,0.0,0.0,0.0
4,ITA,16,3,1,0.0,0.0,0.0
4,ITA,6,1,2,0.0,0.0,0.0
4,ITA,16,4,3,0.0,0.0,0.0
4,ITA,6,2,5,0.0,0.0,0.0
4,ITA,15,1,1,0.0,0.0,1.0
4,ITA,15,12,6,0.0,0.0,0.0
4,ITA,19,1,2,1.0,0.0,0.0
4,ITA,15,8,8,0.0,1.0,0.0
4,ITA,6,2,5,0.0,0.0,0.0
4,ITA,17,1,1,0.0,0.0,1.0
4,ITA,15,5,3,0.0,0.0,0.0
4,ITA,6,2,5,0.0,0.0,0.0
4,ITA,17,1,1,0.0,0.0,0.0
4,ITA,5,12,6,0.0,0.0,0.0
4,ITA,17,2,2,1.0,0.0,0.0
4,ITA,15,7,8,0.0,1.0,0.0
4,ITA,6,2,5,0.0,1.0,0.0
4,ITA,5,2,1,1.0,0.0,0.0
4,ITA,15,7,8,0.0,1.0,0.0
4,ITA,6,2,5,0.0,1.0,0.0
4,ITA,17,1,1,0.0,0.0,0.0
4,ITA,17,12,4,0.0,0.0,0.0
4,ITA,15,2,1,0.0,0.0,1.0
4,ITA,19,2,2,0.0,0.0,0.0
4,ITA,16,12,4,0.0,0.0,0.0
4,ITA,19,3,2,0.0,0.0,0.0
4,ITA,15,2,3,0.0,0.0,0.0
4,ITA,6,2,5,0.0,0.0,0.0
4,ITA,16,3,1,0.0,0.0,0.0
4,ITA,19,1,2,0.0,0.0,0.0
4,ITA,6,5,5,0.0,0.0,0.0
4,ITA,15,1,1,0.0,0.0,1.0
4,ITA,16,12,4,0.0,0.0,0.0
4,ITA,7,8,8,0.0,0.0,0.0
4,ITA,15,13,5,0.0,0.0,0.0
4,ITA,16,3,1,1.0,0.0,0.0
4,ITA,7,8,8,0.0,0.0,0.0
4,ITA,5,7,3,0.0,0.0,0.0
4,ITA,15,1,1,0.0,0.0,0.0
4,ITA,15,1,3,0.0,0.0,0.0
4,ITA,5,8,5,0.0,0.0,0.0
4,ITA,15,1,1,0.0,0.0,1.0
4,ITA,15,12,6,0.0,0.0,0.0
4,ITA,15,8,3,1.0,0.0,0.0
4,ITA,15,9,8,0.0,0.0,0.0
4,ITA,6,5,5,0.0,0.0,0.0
4,ITA,5,1,1,0.0,0.0,0.0
4,ITA,7,1,3,0.0,0.0,0.0
4,ITA,5,1,1,0.0,0.0,0.0
4,ITA,19,12,4,0.0,0.0,0.0
4,ITA,16,6,3,0.0,0.0,0.0
4,ITA,15,6,5,0.0,0.0,0.0
4,ITA,15,3,1,0.0,0.0,0.0
4,ITA,17,1,2,1.0,0.0,0.0
4,ITA,15,5,8,0.0,1.0,0.0
4,ITA,6,3,5,0.0,1.0,0.0
4,ITA,15,2,1,0.0,0.0,1.0
4,ITA,6,10,6,0.0,0.0,0.0
4,ITA,17,1,2,1.0,0.0,0.0
4,ITA,5,12,6,1.0,0.0,0.0
4,ITA,17,12,4,0.0,0.0,0.0
4,ITA,16,1,2,1.0,0.0,0.0
4,ITA,15,7,8,0.0,1.0,0.0
4,ITA,6,2,5,0.0,0.0,0.0
4,ITA,19,2,1,1.0,0.0,0.0
4,ITA,16,12,6,0.0,0.0,0.0
4,ITA,5,8,3,0.0,0.0,0.0
4,ITA,16,6,5,0.0,0.0,0.0
4,ITA,15,1,1,0.0,0.0,0.0
4,ITA,14,1,2,0.0,0.0,0.0
4,ITA,5,13,3,0.0,0.0,0.0
4,ITA,6,3,5,0.0,0.0,0.0
4,ITA,15,1,1,0.0,0.0,0.0
4,ITA,6,4,3,0.0,0.0,0.0
4,ITA,7,5,3,0.0,0.0,0.0
4,ITA,15,1,1,0.0,0.0,0.0
4,ITA,14,2,2,0.0,0.0,0.0
4,ITA,15,1,3,0.0,0.0,0.0
4,ITA,14,2,2,0.0,0.0,0.0
4,ITA,14,2,3,0.0,0.0,0.0
4,ITA,6,2,5,0.0,0.0,0.0
4,ITA,14,3,2,0.0,0.0,0.0
4,ITA,15,2,3,0.0,0.0,0.0
4,ITA,6,2,5,0.0,0.0,0.0
4,ITA,16,3,1,0.0,0.0,1.0
4,ITA,16,12,6,0.0,0.0,0.0
4,ITA,16,9,3,1.0,0.0,0.0
4,ITA,7,9,8,1.0,0.0,0.0
4,ITA,5,8,5,0.0,0.0,0.0
4,ITA,6,3,1,0.0,0.0,0.0
4,ITA,15,1,1,0.0,0.0,0.0
4,ITA,15,1,2,0.0,0.0,0.0
4,ITA,7,5,3,0.0,1.0,0.0
4,ITA,15,12,6,1.0,0.0,0.0
4,ITA,15,8,8,0.0,0.0,0.0
4,ITA,6,2,5,0.0,0.0,0.0
4,ITA,5,1,1,0.0,0.0,1.0
4,ITA,14,10,6,0.0,0.0,0.0
4,ITA,15,8,3,1.0,0.0,0.0
4,ITA,6,10,6,0.0,0.0,0.0
4,ITA,17,1,2,1.0,0.0,0.0
4,ITA,7,8,8,0.0,1.0,0.0
4,ITA,6,2,5,0.0,1.0,0.0
4,ITA,15,2,1,0.0,0.0,1.0
4,ITA,7,8,8,1.0,0.0,0.0
4,ITA,5,9,8,0.0,1.0,0.0
4,ITA,2,6,5,0.0,1.0,0.0
4,ITA,8,11,6,0.0,0.0,0.0
4,ITA,5,8,3,1.0,0.0,0.0
4,ITA,24,8,8,0.0,0.0,0.0
4,ITA,15,1,1,0.0,0.0,0.0
4,ITA,14,3,2,0.0,0.0,0.0
4,ITA,6,2,5,0.0,0.0,0.0
4,ITA,14,2,1,0.0,0.0,0.0
4,ITA,16,12,6,0.0,0.0,0.0
4,ITA,24,4,3,1.0,0.0,0.0
4,ITA,16,9,8,1.0,0.0,0.0
4,ITA,24,8,8,0.0,0.0,0.0
4,ITA,6,3,5,0.0,0.0,0.0
4,ITA,14,3,1,1.0,0.0,0.0
4,ITA,6,2,5,0.0,0.0,0.0
4,ITA,15,1,1,0.0,0.0,1.0
4,ITA,15,12,6,0.0,0.0,0.0
4,ITA,2,4,3,0.0,0.0,0.0
4,ITA,6,2,5,0.0,0.0,0.0
4,ITA,16,3,1,0.0,0.0,0.0
4,ITA,5,2,1,0.0,0.0,0.0
4,ITA,5,8,3,1.0,0.0,0.0
4,POL,15,11,6,0.0,0.0,0.0
4,POL,22,3,2,0.0,0.0,0.0
4,POL,16,1,2,1.0,0.0,0.0
4,POL,6,11,6,0.0,0.0,0.0
4,POL,16,3,2,0.0,0.0,0.0
4,POL,17,5,8,0.0,0.0,0.0
4,POL,19,2,3,0.0,0.0,0.0
4,POL,16,1,3,0.0,0.0,0.0
4,POL,6,6,3,1.0,0.0,0.0
4,POL,14,8,8,0.0,0.0,0.0
4,POL,19,5,5,0.0,0.0,0.0
4,POL,16,1,1,0.0,0.0,1.0
4,POL,19,1,3,0.0,0.0,0.0
4,POL,14,7,5,0.0,0.0,0.0
4,POL,16,1,1,0.0,0.0,0.0
4,POL,16,10,6,1.0,0.0,0.0
4,POL,17,8,8,0.0,1.0,0.0
4,POL,19,2,5,0.0,1.0,0.0
4,POL,6,3,1,0.0,0.0,1.0
4,POL,15,1,2,0.0,0.0,0.0
4,POL,20,13,3,0.0,0.0,0.0
4,POL,19,5,5,0.0,0.0,0.0
4,POL,6,1,1,0.0,0.0,0.0
4,POL,15,3,2,0.0,0.0,0.0
4,POL,16,8,3,0.0,0.0,0.0
4,POL,19,2,5,0.0,0.0,0.0
4,POL,20,12,6,0.0,0.0,1.0
4,POL,20,12,6,1.0,0.0,0.0
4,POL,19,12,4,0.0,0.0,0.0
4,POL,19,5,3,1.0,0.0,0.0
4,POL,17,8,8,1.0,0.0,0.0
4,POL,14,12,6,0.0,0.0,0.0
4,POL,19,9,3,1.0,0.0,0.0
4,POL,17,4,8,0.0,0.0,0.0
4,POL,19,3,5,0.0,0.0,0.0
4,POL,16,1,1,0.0,0.0,1.0
4,POL,15,11,6,0.0,0.0,0.0
4,POL,6,3,2,0.0,0.0,0.0
4,POL,15,4,3,0.0,0.0,0.0
4,POL,19,5,5,0.0,0.0,0.0
4,POL,16,1,1,0.0,0.0,1.0
4,POL,15,11,6,0.0,0.0,0.0
4,POL,20,2,2,0.0,0.0,0.0
4,POL,15,4,3,0.0,0.0,0.0
4,POL,19,3,5,0.0,0.0,0.0
4,POL,15,11,6,0.0,0.0,0.0
4,POL,16,3,2,1.0,0.0,0.0
4,POL,17,6,8,0.0,1.0,0.0
4,POL,19,2,5,0.0,1.0,0.0
4,POL,6,11,6,0.0,0.0,0.0
4,POL,6,6,3,1.0,0.0,0.0
4,POL,14,5,8,0.0,0.0,0.0
4,POL,19,2,5,0.0,1.0,0.0
4,POL,16,1,1,0.0,0.0,1.0
4,POL,16,10,6,0.0,0.0,0.0
4,POL,16,8,3,0.0,0.0,0.0
4,POL,6,9,5,0.0,0.0,0.0
4,POL,17,1,3,0.0,0.0,0.0
4,POL,19,5,5,0.0,1.0,0.0
4,POL,6,3,1,0.0,0.0,1.0
4,POL,16,10,6,0.0,0.0,0.0
4,POL,16,8,3,0.0,0.0,0.0
4,POL,19,6,5,0.0,0.0,0.0
4,POL,6,3,1,0.0,0.0,0.0
4,POL,14,1,2,0.0,0.0,0.0
4,POL,20,3,2,0.0,0.0,0.0
4,POL,20,3,3,0.0,0.0,0.0
4,POL,14,3,3,0.0,0.0,0.0
4,POL,6,6,3,0.0,0.0,0.0
4,POL,16,10,6,0.0,0.0,0.0
4,POL,16,9,3,1.0,0.0,0.0
4,POL,20,12,6,0.0,0.0,0.0
4,POL,14,1,2,1.0,0.0,0.0
4,POL,17,6,8,0.0,1.0,0.0
4,POL,15,2,1,0.0,0.0,1.0
4,POL,19,12,4,0.0,0.0,0.0
4,POL,6,3,2,0.0,0.0,0.0
4,POL,19,12,4,0.0,0.0,0.0
4,POL,17,5,3,1.0,0.0,0.0
4,POL,17,5,8,0.0,0.0,0.0
4,POL,6,4,3,0.0,0.0,0.0
4,POL,19,3,3,0.0,0.0,0.0
4,POL,14,3,1,0.0,0.0,0.0
4,POL,23,10,6,0.0,0.0,1.0
4,POL,15,3,2,0.0,0.0,0.0
4,POL,15,3,2,0.0,0.0,0.0
4,POL,19,13,3,0.0,0.0,0.0
4,POL,17,6,5,0.0,0.0,0.0
4,POL,6,1,1,0.0,0.0,0.0
4,POL,19,3,3,0.0,0.0,0.0
4,POL,15,3,3,0.0,0.0,0.0
4,POL,16,1,1,0.0,0.0,0.0
4,POL,16,3,2,1.0,0.0,0.0
4,POL,19,1,5,0.0,0.0,0.0
4,POL,6,1,1,0.0,0.0,0.0
4,POL,15,2,3,1.0,0.0,0.0
4,POL,14,9,8,0.0,0.0,0.0
4,POL,19,2,5,0.0,1.0,0.0
4,POL,15,1,1,0.0,0.0,0.0
4,POL,15,11,6,1.0,0.0,1.0
4,POL,17,8,8,0.0,0.0,0.0
4,POL,19,3,5,0.0,1.0,0.0
4,POL,16,1,1,0.0,0.0,0.0
4,POL,19,2,5,0.0,1.0,0.0
4,POL,6,3,1,1.0,0.0,0.0
4,POL,19,2,5,0.0,0.0,0.0
4,POL,6,3,1,0.0,0.0,1.0
4,POL,15,11,6,0.0,0.0,0.0
4,POL,20,2,2,0.0,0.0,0.0
4,POL,14,8,3,0.0,0.0,0.0
4,POL,18,6,5,0.0,0.0,0.0
4,POL,16,1,1,0.0,0.0,0.0
4,POL,19,6,3,1.0,0.0,0.0
4,POL,16,7,8,0.0,0.0,0.0
4,POL,19,2,5,0.0,0.0,0.0
4,POL,20,2,1,1.0,0.0,0.0
4,POL,14,8,8,0.0,0.0,0.0
4,POL,119,1,3,0.0,0.0,0.0
4,POL,16,1,3,0.0,0.0,0.0
4,POL,6,11,6,1.0,0.0,0.0
4,POL,14,5,8,0.0,0.0,0.0
4,POL,19,3,5,0.0,0.0,0.0
4,POL,16,1,1,0.0,0.0,0.0
4,POL,20,2,3,0.0,0.0,0.0
4,POL,6,5,3,0.0,0.0,0.0
4,POL,16,1,1,0.0,0.0,0.0
4,POL,19,2,5,0.0,0.0,0.0
4,POL,14,1,1,0.0,0.0,0.0
4,POL,14,5,8,0.0,0.0,0.0
4,POL,19,2,5,0.0,1.0,0.0
4,POL,6,3,1,1.0,0.0,0.0
4,POL,19,2,5,0.0,1.0,0.0
4,POL,20,1,1,0.0,0.0,1.0
4,POL,16,10,6,0.0,0.0,0.0
4,POL,20,3,2,0.0,0.0,1.0
4,POL,16,10,6,0.0,0.0,0.0
4,POL,6,6,3,1.0,0.0,0.0
4,POL,17,8,8,0.0,1.0,0.0
4,POL,19,2,5,0.0,1.0,0.0
4,POL,20,2,1,0.0,0.0,1.0
4,POL,20,12,6,0.0,0.0,0.0
4,POL,21,1,2,0.0,0.0,0.0
4,POL,6,6,3,0.0,0.0,0.0
4,POL,20,4,3,0.0,0.0,0.0
4,POL,15,13,3,0.0,0.0,0.0
4,POL,17,8,8,0.0,1.0,0.0
4,POL,19,2,5,0.0,0.0,0.0
4,POL,15,2,1,0.0,0.0,1.0
4,POL,19,12,6,1.0,0.0,0.0
4,POL,17,4,3,1.0,0.0,0.0
4,POL,21,6,8,0.0,0.0,0.0
4,POL,2,2,5,0.0,0.0,0.0
4,POL,6,3,1,0.0,0.0,0.0
4,POL,15,2,2,0.0,0.0,0.0
4,POL,6,13,3,0.0,0.0,0.0
4,POL,17,4,5,0.0,0.0,0.0
4,POL,16,2,1,0.0,0.0,0.0
4,POL,15,11,6,1.0,0.0,0.0
4,POL,15,7,8,0.0,1.0,0.0
4,POL,19,2,5,0.0,1.0,0.0
4,POL,16,1,1,0.0,0.0,0.0
4,POL,19,9,3,0.0,0.0,0.0
4,POL,21,9,5,0.0,0.0,0.0
4,POL,6,1,1,0.0,0.0,0.0
4,POL,16,1,2,0.0,0.0,1.0
4,POL,6,11,6,0.0,0.0,0.0
4,POL,17,4,3,0.0,0.0,0.0
4,POL,19,2,5,0.0,0.0,0.0
4,POL,16,1,1,0.0,0.0,0.0
4,POL,6,11,6,0.0,0.0,0.0
4,POL,19,3,2,0.0,0.0,0.0
4,POL,21,13,3,0.0,0.0,0.0
4,POL,17,13,3,0.0,0.0,0.0
4,POL,6,5,1,0.0,0.0,0.0
4,POL,6,11,6,0.0,0.0,0.0
4,POL,16,1,2,1.0,0.0,0.0
4,POL,21,5,8,0.0,1.0,0.0
4,POL,16,1,1,0.0,0.0,0.0
4,POL,6,6,3,0.0,0.0,0.0
4,POL,19,13,5,0.0,0.0,0.0
4,POL,6,6,1,0.0,0.0,1.0
4,POL,16,10,6,1.0,0.0,0.0
4,POL,17,8,8,0.0,1.0,0.0
4,POL,20,2,1,1.0,0.0,0.0
4,POL,20,10,6,0.0,0.0,0.0
4,POL,16,8,3,0.0,0.0,0.0
4,POL,21,5,3,1.0,0.0,0.0
4,POL,21,4,8,0.0,1.0,0.0
4,POL,19,2,5,0.0,0.0,0.0
4,POL,6,1,1,0.0,0.0,0.0
4,POL,17,5,3,1.0,0.0,0.0
4,POL,16,8,8,0.0,0.0,0.0
4,POL,19,12,4,0.0,0.0,0.0
4,POL,19,12,4,1.0,0.0,0.0
4,POL,21,6,8,0.0,0.0,0.0
4,POL,6,2,5,0.0,0.0,0.0
4,POL,6,1,1,0.0,0.0,1.0
4,POL,17,5,3,0.0,0.0,0.0
4,POL,15,2,1,0.0,0.0,0.0
4,POL,6,1,1,0.0,0.0,0.0
4,POL,15,3,3,0.0,1.0,0.0
4,POL,19,2,5,0.0,0.0,0.0
4,POL,6,3,1,0.0,0.0,1.0
4,POL,15,11,6,0.0,0.0,0.0
4,POL,20,2,2,0.0,0.0,0.0
4,POL,15,4,3,0.0,1.0,0.0
4,POL,19,2,5,0.0,1.0,0.0
4,POL,20,2,1,0.0,0.0,1.0
4,POL,15,11,6,1.0,0.0,0.0
4,POL,19,2,5,0.0,0.0,0.0
4,POL,6,3,1,0.0,0.0,0.0
4,POL,6,3,3,0.0,0.0,0.0
4,POL,19,2,5,0.0,0.0,0.0
4,POL,16,1,1,0.0,0.0,0.0
4,POL,19,3,3,0.0,0.0,0.0
4,POL,21,5,5,0.0,0.0,0.0
4,POL,16,1,1,0.0,0.0,0.0
4,POL,21,9,3,0.0,0.0,0.0
4,POL,18,6,5,0.0,0.0,0.0
4,POL,16,1,1,1.0,0.0,0.0
4,POL,6,11,6,1.0,0.0,0.0
4,POL,16,10,6,0.0,0.0,0.0
4,POL,20,3,2,1.0,0.0,0.0
4,POL,20,12,6,0.0,0.0,1.0
4,POL,20,12,6,0.0,0.0,0.0
4,POL,15,2,1,0.0,0.0,1.0
4,POL,20,12,6,0.0,0.0,0.0
4,POL,15,1,2,0.0,0.0,0.0
4,POL,6,3,3,0.0,0.0,0.0
4,POL,19,2,5,0.0,0.0,0.0
4,POL,21,1,3,0.0,0.0,0.0
4,POL,20,4,3,1.0,0.0,0.0
4,POL,15,4,8,0.0,0.0,0.0
4,POL,19,3,5,0.0,0.0,0.0
4,POL,6,3,1,0.0,0.0,1.0
4,POL,21,11,6,0.0,0.0,0.0
4,POL,15,2,2,1.0,0.0,0.0
4,POL,21,9,8,0.0,0.0,0.0
4,POL,15,2,1,0.0,0.0,1.0
4,POL,15,11,6,0.0,0.0,0.0
4,POL,15,11,6,0.0,0.0,0.0
4,POL,19,6,3,0.0,0.0,0.0
4,POL,21,5,5,0.0,0.0,0.0
4,POL,6,1,1,0.0,0.0,1.0
4,POL,15,11,6,1.0,0.0,0.0
4,POL,21,8,8,0.0,0.0,0.0
4,POL,19,2,3,1.0,0.0,0.0
4,POL,21,5,8,0.0,1.0,0.0
4,POL,19,2,5,0.0,0.0,0.0
4,POL,20,2,1,0.0,0.0,1.0
4,POL,6,11,6,1.0,0.0,0.0
4,POL,16,7,8,0.0,0.0,0.0
4,POL,19,1,5,0.0,0.0,0.0
4,POL,21,1,1,0.0,0.0,0.0
