Session,Team,No,Space,Action,Erros,Attempts,Score
2,FRA,11,2,5,0.0,1.0,0.0
2,FRA,11,11,6,0.0,0.0,0.0
2,FRA,2,7,3,1.0,0.0,0.0
2,FRA,9,6,8,0.0,1.0,0.0
2,FRA,11,2,5,0.0,1.0,0.0
2,FRA,4,1,1,0.0,0.0,0.0
2,FRA,9,3,2,1.0,0.0,0.0
2,FRA,4,1,1,0.0,0.0,0.0
2,FRA,1,2,3,0.0,1.0,0.0
2,FRA,11,2,5,0.0,0.0,0.0
2,FRA,17,5,1,0.0,0.0,0.0
2,FRA,4,1,3,1.0,0.0,0.0
2,FRA,17,7,8,0.0,0.0,0.0
2,FRA,11,5,5,0.0,0.0,0.0
2,FRA,9,3,1,0.0,0.0,0.0
2,FRA,2,3,3,0.0,0.0,0.0
2,FRA,11,6,5,0.0,0.0,0.0
2,FRA,9,3,1,0.0,0.0,1.0
2,FRA,9,11,6,1.0,0.0,0.0
2,FRA,2,8,8,0.0,1.0,0.0
2,FRA,11,2,5,0.0,0.0,0.0
2,FRA,1,2,1,0.0,0.0,1.0
2,FRA,1,11,6,1.0,0.0,0.0
2,FRA,9,6,8,0.0,0.0,0.0
2,FRA,11,2,5,0.0,0.0,0.0
2,FRA,14,1,1,0.0,0.0,0.0
2,FRA,14,1,2,1.0,0.0,0.0
2,FRA,11,2,5,0.0,1.0,0.0
2,FRA,17,1,1,0.0,0.0,0.0
2,FRA,4,3,2,1.0,0.0,0.0
2,FRA,17,4,8,0.0,0.0,0.0
2,FRA,11,1,5,0.0,0.0,0.0
2,FRA,17,1,1,0.0,0.0,1.0
2,FRA,4,11,6,0.0,0.0,0.0
2,FRA,4,9,3,0.0,0.0,0.0
2,FRA,11,3,5,0.0,0.0,0.0
2,FRA,9,6,1,0.0,0.0,1.0
2,FRA,4,11,6,0.0,0.0,0.0
2,FRA,14,3,2,0.0,0.0,0.0
2,FRA,9,6,3,0.0,0.0,0.0
2,FRA,2,5,5,0.0,1.0,0.0
2,FRA,17,1,1,0.0,0.0,1.0
2,FRA,4,11,6,0.0,0.0,0.0
2,FRA,4,11,6,0.0,0.0,1.0
2,FRA,4,11,6,0.0,0.0,0.0
2,FRA,9,8,3,0.0,0.0,0.0
2,FRA,11,6,5,0.0,0.0,0.0
2,FRA,4,6,1,0.0,0.0,0.0
2,FRA,9,9,3,0.0,0.0,0.0
2,FRA,17,13,5,0.0,0.0,0.0
2,FRA,9,13,1,0.0,0.0,0.0
2,FRA,17,1,2,1.0,0.0,0.0
2,FRA,9,5,8,0.0,0.0,0.0
2,FRA,11,5,5,0.0,0.0,0.0
2,FRA,17,1,1,0.0,0.0,1.0
2,FRA,17,10,6,0.0,0.0,0.0
2,FRA,14,3,3,0.0,0.0,0.0
2,FRA,11,6,5,0.0,0.0,0.0
2,FRA,9,1,1,0.0,0.0,0.0
2,FRA,2,2,3,0.0,0.0,0.0
2,FRA,17,5,5,0.0,0.0,0.0
2,FRA,9,1,1,1.0,0.0,0.0
2,FRA,2,8,8,0.0,0.0,0.0
2,FRA,11,3,5,0.0,0.0,0.0
2,FRA,14,2,1,0.0,0.0,1.0
2,FRA,9,11,6,1.0,0.0,0.0
2,FRA,2,8,8,0.0,1.0,0.0
2,FRA,11,2,5,0.0,1.0,0.0
2,FRA,17,1,1,0.0,0.0,1.0
2,FRA,11,2,5,0.0,1.0,0.0
2,FRA,14,3,1,0.0,0.0,0.0
2,FRA,14,2,2,1.0,0.0,0.0
2,FRA,4,3,1,1.0,0.0,0.0
2,FRA,2,9,8,0.0,0.0,0.0
2,FRA,11,2,5,0.0,0.0,0.0
2,FRA,4,3,1,0.0,0.0,1.0
2,FRA,17,4,8,0.0,1.0,0.0
2,FRA,11,2,1,0.0,0.0,1.0
2,FRA,11,3,2,0.0,0.0,0.0
2,FRA,9,4,3,0.0,0.0,0.0
2,FRA,2,7,5,0.0,0.0,0.0
2,FRA,9,2,1,0.0,0.0,0.0
2,FRA,17,9,3,0.0,0.0,0.0
2,FRA,11,2,5,0.0,0.0,0.0
2,FRA,4,6,1,0.0,0.0,1.0
2,FRA,17,10,6,0.0,0.0,0.0
2,FRA,4,6,3,0.0,0.0,0.0
2,FRA,9,13,5,0.0,0.0,0.0
2,FRA,17,5,1,0.0,0.0,1.0
2,FRA,9,1,3,1.0,0.0,0.0
2,FRA,2,8,8,0.0,0.0,0.0
2,FRA,11,2,5,0.0,0.0,0.0
2,FRA,17,5,1,0.0,0.0,0.0
2,FRA,14,3,2,0.0,0.0,0.0
2,FRA,14,3,2,0.0,0.0,0.0
2,FRA,14,1,2,1.0,0.0,0.0
2,FRA,14,11,6,0.0,0.0,0.0
2,FRA,9,2,3,1.0,0.0,0.0
2,FRA,9,7,8,0.0,0.0,0.0
2,FRA,11,2,5,0.0,0.0,0.0
2,FRA,9,1,1,0.0,0.0,1.0
2,FRA,11,11,6,0.0,0.0,1.0
2,FRA,11,11,6,0.0,0.0,0.0
2,FRA,11,6,3,1.0,0.0,0.0
2,FRA,9,11,6,0.0,0.0,1.0
2,FRA,9,11,6,0.0,0.0,1.0
2,FRA,9,11,6,0.0,0.0,0.0
2,FRA,9,5,3,1.0,0.0,0.0
2,FRA,11,2,5,0.0,1.0,0.0
2,FRA,1,1,1,0.0,0.0,1.0
2,FRA,1,11,6,1.0,0.0,0.0
2,FRA,11,2,5,0.0,1.0,0.0
2,FRA,4,3,1,0.0,0.0,1.0
2,FRA,4,11,6,0.0,0.0,0.0
2,FRA,4,2,3,1.0,0.0,0.0
2,FRA,17,4,8,0.0,0.0,0.0
2,FRA,11,2,2,1.0,0.0,0.0
2,FRA,9,5,8,0.0,1.0,0.0
2,FRA,11,2,5,0.0,0.0,0.0
2,FRA,14,2,1,0.0,0.0,0.0
2,FRA,9,4,8,0.0,1.0,0.0
2,FRA,17,1,1,0.0,0.0,1.0
2,FRA,17,10,6,0.0,0.0,0.0
2,FRA,17,10,6,0.0,0.0,1.0
2,FRA,17,10,6,0.0,0.0,0.0
2,FRA,4,9,3,1.0,0.0,0.0
2,FRA,14,11,6,0.0,0.0,0.0
2,FRA,11,3,2,0.0,0.0,0.0
2,FRA,11,3,3,0.0,0.0,0.0
2,FRA,4,6,5,0.0,0.0,0.0
2,FRA,9,1,1,0.0,0.0,0.0
2,FRA,11,2,2,0.0,0.0,0.0
2,FRA,9,4,8,0.0,0.0,0.0
2,FRA,2,2,3,0.0,1.0,0.0
2,FRA,4,6,1,0.0,0.0,1.0
2,FRA,11,11,6,0.0,0.0,0.0
2,FRA,2,7,3,1.0,0.0,0.0
2,FRA,9,6,8,1.0,0.0,0.0
2,FRA,2,9,8,0.0,1.0,0.0
2,FRA,11,2,5,0.0,1.0,0.0
2,FRA,4,1,1,0.0,0.0,1.0
2,FRA,9,11,6,0.0,0.0,0.0
2,FRA,11,9,3,0.0,1.0,0.0
2,FRA,9,2,5,0.0,1.0,0.0
2,FRA,4,3,1,0.0,0.0,1.0
2,FRA,9,11,6,0.0,0.0,1.0
2,FRA,9,11,6,1.0,0.0,0.0
2,FRA,17,4,8,0.0,1.0,0.0
2,FRA,11,2,5,0.0,1.0,0.0
2,FRA,9,5,1,1.0,0.0,0.0
2,FRA,17,7,8,0.0,0.0,0.0
2,FRA,11,2,5,0.0,0.0,0.0
2,FRA,25,12,6,0.0,0.0,0.0
2,FRA,4,3,2,0.0,0.0,1.0
2,FRA,25,12,6,0.0,0.0,0.0
2,FRA,17,1,2,1.0,0.0,0.0
2,FRA,2,8,8,0.0,0.0,0.0
2,FRA,11,3,5,0.0,0.0,0.0
2,FRA,4,3,1,0.0,0.0,1.0
2,FRA,9,8,8,0.0,1.0,0.0
2,FRA,11,3,5,0.0,1.0,0.0
2,FRA,14,2,1,0.0,0.0,1.0
2,FRA,4,11,6,1.0,0.0,0.0
2,FRA,4,6,3,0.0,1.0,0.0
2,FRA,11,2,5,0.0,1.0,0.0
2,FRA,4,6,1,0.0,0.0,1.0
2,FRA,14,3,2,0.0,0.0,0.0
2,FRA,2,7,3,0.0,1.0,0.0
2,FRA,11,2,5,0.0,1.0,0.0
2,FRA,9,1,1,0.0,0.0,0.0
2,FRA,11,2,5,0.0,1.0,0.0
2,FRA,14,3,1,0.0,0.0,1.0
2,FRA,2,3,3,0.0,0.0,0.0
2,FRA,11,6,5,0.0,0.0,0.0
2,FRA,9,1,1,0.0,0.0,1.0
2,FRA,17,10,6,1.0,0.0,0.0
2,FRA,2,8,8,0.0,0.0,0.0
2,FRA,11,5,5,0.0,1.0,0.0
2,FRA,14,3,1,0.0,0.0,1.0
2,FRA,14,11,6,0.0,0.0,0.0
2,FRA,1,2,2,0.0,0.0,0.0
2,FRA,17,4,3,1.0,0.0,0.0
2,FRA,9,4,8,0.0,0.0,0.0
2,FRA,4,6,1,0.0,0.0,0.0
2,FRA,1,3,2,0.0,0.0,0.0
2,FRA,2,5,3,0.0,0.0,0.0
2,FRA,4,6,5,1.0,0.0,0.0
2,FRA,17,5,8,0.0,1.0,0.0
2,FRA,11,2,5,0.0,0.0,0.0
2,FRA,1,1,1,0.0,0.0,1.0
2,FRA,11,11,6,0.0,0.0,0.0
2,FRA,1,2,2,0.0,0.0,1.0
2,FRA,11,11,6,0.0,0.0,0.0
2,FRA,9,1,2,0.0,0.0,0.0
2,FRA,4,3,3,0.0,0.0,0.0
2,FRA,11,8,5,0.0,1.0,0.0
2,FRA,9,1,1,0.0,0.0,1.0
2,FRA,11,11,6,0.0,0.0,0.0
2,FRA,17,4,8,0.0,1.0,0.0
2,FRA,11,2,5,0.0,1.0,0.0
2,FRA,4,1,1,0.0,0.0,1.0
2,FRA,9,11,6,0.0,0.0,0.0
2,FRA,9,11,6,0.0,0.0,1.0
2,FRA,9,11,6,0.0,0.0,0.0
2,FRA,11,6,3,1.0,0.0,0.0
2,FRA,1,11,6,0.0,0.0,0.0
2,FRA,11,3,3,0.0,0.0,0.0
2,FRA,9,2,5,0.0,0.0,0.0
2,FRA,4,3,1,0.0,0.0,0.0
2,FRA,9,8,3,0.0,0.0,0.0
2,FRA,11,5,5,0.0,0.0,0.0
2,FRA,17,1,1,0.0,0.0,1.0
2,FRA,1,11,6,0.0,0.0,0.0
2,FRA,11,5,3,1.0,0.0,0.0
2,FRA,4,11,6,0.0,0.0,0.0
2,FRA,9,8,8,0.0,0.0,0.0
2,FRA,11,2,5,0.0,0.0,0.0
2,FRA,9,8,8,0.0,0.0,0.0
2,FRA,11,3,5,0.0,0.0,0.0
2,FRA,17,1,1,0.0,0.0,1.0
2,FRA,17,9,8,0.0,0.0,0.0
2,FRA,4,6,3,1.0,0.0,0.0
2,FRA,17,9,8,0.0,1.0,0.0
2,FRA,11,2,5,0.0,1.0,0.0
2,FRA,9,1,1,0.0,0.0,1.0
2,FRA,25,12,6,0.0,0.0,0.0
2,FRA,11,11,6,0.0,0.0,0.0
2,FRA,1,1,2,0.0,0.0,1.0
2,FRA,11,11,6,0.0,0.0,0.0
2,FRA,9,2,2,1.0,0.0,0.0
2,FRA,9,6,8,0.0,1.0,0.0
2,FRA,11,2,5,0.0,1.0,0.0
2,FRA,4,1,1,0.0,0.0,0.0
2,FRA,17,1,3,0.0,0.0,0.0
2,FRA,11,2,5,0.0,0.0,0.0
2,FRA,1,1,1,0.0,0.0,1.0
2,FRA,9,11,6,0.0,0.0,0.0
2,FRA,1,2,2,1.0,0.0,0.0
2,FRA,2,8,8,0.0,0.0,0.0
2,FRA,11,3,5,0.0,1.0,0.0
2,FRA,17,1,1,0.0,0.0,1.0
2,FRA,1,11,6,1.0,0.0,0.0
2,FRA,2,9,8,0.0,1.0,0.0
2,FRA,11,2,5,0.0,1.0,0.0
2,FRA,17,1,1,0.0,0.0,1.0
2,FRA,4,12,6,0.0,0.0,1.0
3,ITA,15,5,8,0.0,0.0,0.0
3,ITA,6,3,5,0.0,0.0,0.0
3,ITA,5,1,1,1.0,0.0,0.0
3,ITA,15,5,8,0.0,0.0,0.0
3,ITA,6,3,5,0.0,0.0,0.0
3,ITA,5,1,1,0.0,0.0,1.0
3,ITA,6,10,6,0.0,0.0,0.0
3,ITA,6,10,6,0.0,0.0,0.0
3,ITA,19,2,2,0.0,0.0,1.0
3,ITA,6,10,6,0.0,0.0,0.0
3,ITA,19,3,2,1.0,0.0,0.0
3,ITA,7,8,8,0.0,0.0,0.0
3,ITA,5,3,3,0.0,0.0,0.0
3,ITA,15,2,3,0.0,0.0,0.0
3,ITA,16,2,1,0.0,0.0,0.0
3,ITA,15,9,3,0.0,0.0,0.0
3,ITA,7,4,5,0.0,0.0,0.0
3,ITA,16,1,1,0.0,0.0,1.0
3,ITA,5,12,6,1.0,0.0,0.0
3,ITA,5,9,8,0.0,0.0,0.0
3,ITA,16,13,3,0.0,0.0,0.0
3,ITA,15,4,3,0.0,0.0,0.0
3,ITA,7,8,3,0.0,0.0,0.0
3,ITA,7,5,3,0.0,0.0,0.0
3,ITA,16,3,1,0.0,0.0,0.0
3,ITA,19,2,4,0.0,0.0,0.0
3,ITA,5,8,8,0.0,0.0,0.0
3,ITA,6,2,5,0.0,0.0,0.0
3,ITA,15,1,1,0.0,0.0,0.0
3,ITA,15,1,2,1.0,0.0,0.0
3,ITA,7,8,8,0.0,0.0,0.0
3,ITA,16,12,6,0.0,0.0,0.0
3,ITA,16,12,6,0.0,0.0,1.0
3,ITA,16,12,6,0.0,0.0,1.0
3,ITA,17,1,2,1.0,0.0,0.0
3,ITA,15,12,6,0.0,0.0,0.0
3,ITA,7,4,3,1.0,0.0,0.0
3,ITA,7,5,8,0.0,0.0,0.0
3,ITA,6,2,1,0.0,0.0,1.0
3,ITA,17,12,4,0.0,0.0,0.0
3,ITA,6,3,2,1.0,0.0,0.0
3,ITA,6,2,5,0.0,1.0,0.0
3,ITA,16,3,1,1.0,0.0,0.0
3,ITA,15,5,8,0.0,0.0,0.0
3,ITA,6,3,5,0.0,0.0,0.0
3,ITA,5,1,1,0.0,0.0,0.0
3,ITA,6,3,2,1.0,0.0,0.0
3,ITA,5,4,8,0.0,1.0,0.0
3,ITA,6,2,5,0.0,1.0,0.0
3,ITA,19,2,1,0.0,0.0,1.0
3,ITA,6,10,6,0.0,0.0,0.0
3,ITA,16,3,2,0.0,0.0,0.0
3,ITA,15,8,3,0.0,0.0,0.0
3,ITA,5,1,1,0.0,0.0,1.0
3,ITA,6,10,6,0.0,0.0,0.0
3,ITA,6,6,3,1.0,0.0,0.0
3,ITA,7,8,8,1.0,0.0,0.0
3,ITA,5,12,6,0.0,0.0,0.0
3,ITA,7,4,3,0.0,0.0,0.0
3,ITA,6,6,5,0.0,0.0,0.0
3,ITA,15,1,1,0.0,0.0,0.0
3,ITA,6,6,5,0.0,0.0,0.0
3,ITA,15,4,5,0.0,0.0,0.0
3,ITA,16,1,1,0.0,0.0,0.0
3,ITA,7,4,3,0.0,0.0,0.0
3,ITA,6,2,5,0.0,0.0,0.0
3,ITA,19,1,1,0.0,0.0,1.0
3,ITA,19,12,4,0.0,0.0,0.0
3,ITA,6,3,3,0.0,0.0,1.0
3,ITA,16,12,6,0.0,0.0,0.0
3,ITA,6,3,2,1.0,0.0,0.0
3,ITA,7,8,8,0.0,0.0,0.0
3,ITA,15,1,1,0.0,0.0,0.0
3,ITA,15,2,2,1.0,0.0,0.0
3,ITA,15,12,6,0.0,0.0,0.0
3,ITA,17,1,2,0.0,0.0,0.0
3,ITA,17,3,2,1.0,0.0,0.0
3,ITA,15,6,8,0.0,0.0,0.0
3,ITA,6,2,5,0.0,0.0,0.0
3,ITA,16,3,1,0.0,0.0,1.0
3,ITA,17,12,4,0.0,0.0,0.0
3,ITA,19,3,2,1.0,0.0,0.0
3,ITA,15,5,8,0.0,1.0,0.0
3,ITA,6,2,5,0.0,1.0,0.0
3,ITA,19,2,1,0.0,0.0,1.0
3,ITA,6,10,6,0.0,0.0,0.0
3,ITA,16,3,2,0.0,0.0,0.0
3,ITA,5,1,3,0.0,0.0,0.0
3,ITA,6,3,3,1.0,0.0,0.0
3,ITA,7,8,8,0.0,0.0,0.0
3,ITA,6,5,5,0.0,0.0,0.0
3,ITA,5,1,1,0.0,0.0,0.0
3,ITA,19,1,2,0.0,0.0,0.0
3,ITA,7,4,3,0.0,1.0,0.0
3,ITA,15,2,1,0.0,0.0,1.0
3,ITA,16,3,3,0.0,0.0,0.0
3,ITA,6,2,5,0.0,0.0,0.0
3,ITA,15,1,1,0.0,0.0,0.0
3,ITA,19,1,3,0.0,0.0,0.0
3,ITA,5,5,3,1.0,0.0,0.0
3,ITA,5,9,8,0.0,0.0,0.0
3,ITA,16,3,2,1.0,0.0,0.0
3,ITA,7,8,8,0.0,0.0,0.0
3,ITA,6,2,5,0.0,0.0,0.0
3,ITA,15,1,1,0.0,0.0,0.0
3,ITA,12,4,8,1.0,0.0,0.0
3,ITA,6,2,5,0.0,1.0,0.0
3,ITA,19,1,1,0.0,0.0,1.0
3,ITA,17,2,3,1.0,0.0,0.0
3,ITA,6,10,6,0.0,0.0,0.0
3,ITA,5,1,2,1.0,0.0,0.0
3,ITA,7,8,8,0.0,0.0,0.0
3,ITA,6,1,5,0.0,0.0,0.0
3,ITA,5,1,1,0.0,0.0,1.0
3,ITA,5,12,6,0.0,0.0,0.0
3,ITA,5,8,3,1.0,0.0,0.0
3,ITA,6,2,5,0.0,1.0,0.0
3,ITA,19,2,1,0.0,0.0,1.0
3,ITA,19,12,4,0.0,0.0,0.0
3,ITA,17,1,2,0.0,0.0,0.0
3,ITA,5,8,3,0.0,0.0,0.0
3,ITA,6,5,5,0.0,0.0,0.0
3,ITA,15,1,1,0.0,0.0,0.0
3,ITA,5,8,3,0.0,0.0,0.0
3,ITA,17,3,5,0.0,0.0,0.0
3,ITA,16,3,1,0.0,0.0,0.0
3,ITA,15,1,2,0.0,0.0,0.0
3,ITA,16,1,3,0.0,0.0,0.0
3,ITA,6,5,5,0.0,0.0,0.0
3,ITA,15,1,1,0.0,0.0,1.0
3,ITA,19,12,4,0.0,0.0,0.0
3,ITA,5,8,3,1.0,0.0,0.0
3,ITA,17,3,2,0.0,0.0,0.0
3,ITA,16,12,6,0.0,0.0,0.0
3,ITA,16,12,6,0.0,0.0,0.0
3,ITA,16,12,6,0.0,0.0,0.0
3,ITA,5,9,3,0.0,0.0,0.0
3,ITA,16,13,3,0.0,0.0,0.0
3,ITA,15,1,1,0.0,0.0,0.0
3,ITA,15,1,3,0.0,0.0,0.0
3,ITA,15,1,2,1.0,0.0,0.0
3,ITA,7,8,8,0.0,0.0,0.0
3,ITA,6,2,5,0.0,0.0,0.0
3,ITA,5,2,1,1.0,0.0,0.0
3,ITA,6,2,5,0.0,1.0,0.0
3,ITA,16,3,1,0.0,0.0,1.0
3,ITA,15,12,6,0.0,0.0,0.0
3,ITA,6,3,2,0.0,0.0,1.0
3,ITA,15,12,6,0.0,0.0,0.0
3,ITA,6,1,2,1.0,0.0,0.0
3,ITA,6,1,3,0.0,0.0,0.0
3,ITA,5,1,1,0.0,0.0,1.0
3,ITA,17,12,4,0.0,0.0,0.0
3,ITA,6,3,2,0.0,0.0,0.0
3,ITA,17,4,3,1.0,0.0,0.0
3,ITA,7,6,8,0.0,0.0,0.0
3,ITA,6,2,5,0.0,1.0,0.0
3,ITA,19,1,1,0.0,0.0,1.0
3,ITA,6,10,6,0.0,0.0,0.0
3,ITA,19,3,2,0.0,0.0,0.0
3,ITA,17,13,3,0.0,0.0,0.0
3,ITA,6,6,5,0.0,0.0,0.0
3,ITA,19,2,2,0.0,0.0,1.0
3,ITA,6,10,6,0.0,0.0,0.0
3,ITA,16,3,2,1.0,0.0,0.0
3,ITA,7,8,8,0.0,0.0,0.0
3,ITA,19,2,1,0.0,0.0,0.0
3,ITA,15,8,3,0.0,0.0,0.0
3,ITA,6,3,5,0.0,0.0,0.0
3,ITA,5,3,1,0.0,0.0,0.0
3,ITA,16,3,3,1.0,0.0,0.0
3,ITA,19,3,2,0.0,0.0,0.0
3,ITA,6,6,3,0.0,0.0,0.0
3,ITA,5,6,3,0.0,0.0,0.0
3,ITA,15,1,1,0.0,0.0,1.0
3,ITA,19,12,4,0.0,0.0,0.0
3,ITA,19,4,3,1.0,0.0,0.0
3,ITA,5,8,3,1.0,0.0,0.0
3,ITA,6,1,5,0.0,1.0,0.0
3,ITA,16,1,1,0.0,0.0,0.0
3,ITA,17,1,2,1.0,0.0,0.0
3,ITA,6,2,5,0.0,0.0,0.0
3,ITA,17,1,1,1.0,0.0,0.0
3,ITA,15,12,6,0.0,0.0,0.0
3,ITA,17,2,2,0.0,0.0,1.0
3,ITA,15,12,6,0.0,0.0,0.0
3,ITA,5,1,2,1.0,0.0,0.0
3,ITA,15,5,8,0.0,1.0,0.0
3,ITA,6,2,5,0.0,1.0,0.0
3,ITA,16,3,1,0.0,0.0,1.0
3,ITA,17,12,4,0.0,0.0,0.0
3,ITA,17,4,3,1.0,0.0,0.0
3,ITA,7,5,8,0.0,1.0,0.0
3,ITA,6,2,5,0.0,1.0,0.0
3,ITA,19,1,1,0.0,0.0,1.0
3,ITA,6,10,6,0.0,0.0,0.0
3,ITA,7,8,8,0.0,0.0,0.0
3,ITA,6,3,5,0.0,0.0,0.0
3,ITA,19,2,1,0.0,0.0,0.0
3,ITA,6,9,3,1.0,0.0,0.0
3,ITA,7,8,8,1.0,0.0,0.0
3,ITA,7,8,8,0.0,0.0,0.0
3,ITA,6,4,5,0.0,0.0,0.0
3,ITA,7,4,3,1.0,0.0,0.0
3,ITA,5,12,6,0.0,0.0,0.0
3,ITA,19,3,2,0.0,0.0,0.0
3,ITA,15,1,3,0.0,1.0,0.0
3,ITA,6,2,5,0.0,1.0,0.0
3,ITA,16,3,1,0.0,0.0,0.0
3,ITA,7,3,3,1.0,0.0,0.0
3,ITA,7,8,8,0.0,0.0,0.0
3,ITA,6,3,5,0.0,0.0,0.0
3,ITA,16,3,1,0.0,0.0,1.0
3,ITA,19,12,6,0.0,0.0,0.0
3,ITA,19,12,6,1.0,0.0,0.0
3,ITA,16,12,6,0.0,0.0,0.0
3,ITA,16,6,3,1.0,0.0,0.0
3,ITA,5,4,8,0.0,1.0,0.0
3,ITA,6,2,1,0.0,0.0,0.0
3,ITA,16,3,3,1.0,0.0,0.0
3,ITA,5,4,8,0.0,0.0,0.0
3,ITA,6,2,5,0.0,0.0,0.0
3,ITA,19,1,1,0.0,0.0,1.0
3,ITA,6,10,6,0.0,0.0,0.0
3,ITA,6,10,6,0.0,0.0,0.0
3,ITA,19,2,2,0.0,0.0,1.0
3,ITA,19,1,2,0.0,0.0,0.0
3,ITA,6,6,3,0.0,0.0,0.0
3,ITA,7,5,5,0.0,0.0,0.0
3,ITA,16,3,1,0.0,0.0,0.0
3,ITA,19,2,3,1.0,0.0,0.0
3,ITA,15,7,8,0.0,1.0,0.0
3,ITA,6,2,5,0.0,1.0,0.0
3,ITA,16,1,1,0.0,0.0,1.0
3,ITA,5,12,6,0.0,0.0,0.0
3,ITA,7,4,3,0.0,0.0,0.0
3,ITA,6,5,5,0.0,0.0,0.0
3,ITA,16,3,1,1.0,0.0,0.0
3,ITA,5,9,8,0.0,0.0,0.0
3,ITA,6,2,5,0.0,1.0,0.0
3,ITA,16,3,2,0.0,0.0,0.0
3,ITA,6,3,3,0.0,0.0,0.0
3,ITA,15,1,1,1.0,0.0,0.0
3,ITA,6,3,5,0.0,0.0,0.0
3,ITA,16,1,1,0.0,0.0,0.0
3,ITA,15,1,2,0.0,0.0,1.0
3,ITA,16,12,6,0.0,0.0,0.0
3,ITA,6,3,2,1.0,0.0,0.0
3,ITA,7,4,3,0.0,0.0,0.0
3,ITA,6,8,5,0.0,0.0,0.0
3,ITA,5,1,1,1.0,0.0,0.0
3,ITA,6,3,8,0.0,0.0,0.0
3,ITA,5,4,1,0.0,0.0,0.0
3,ITA,7,4,3,0.0,0.0,0.0
3,ITA,6,2,5,0.0,0.0,0.0
3,ITA,15,2,1,0.0,0.0,0.0
3,ITA,16,3,3,0.0,0.0,0.0
3,ITA,6,5,5,0.0,0.0,0.0
3,ITA,5,4,8,0.0,0.0,0.0
3,ITA,6,1,5,0.0,0.0,0.0
3,ITA,5,1,1,0.0,0.0,1.0
3,ITA,17,12,4,1.0,0.0,0.0
3,ITA,5,4,8,0.0,1.0,0.0
3,ITA,6,2,5,0.0,1.0,0.0
3,ITA,5,1,1,0.0,0.0,1.0
3,ITA,6,10,6,0.0,0.0,0.0
3,ITA,7,5,3,0.0,0.0,0.0
3,ITA,6,5,5,0.0,0.0,0.0
3,ITA,5,1,1,0.0,0.0,1.0
3,ITA,6,10,6,0.0,0.0,0.0
3,ITA,6,10,6,1.0,0.0,0.0
3,ITA,7,8,8,0.0,0.0,0.0
3,ITA,7,8,8,1.0,0.0,0.0
3,ITA,6,5,5,0.0,1.0,0.0
3,ITA,5,12,6,0.0,0.0,0.0
3,ITA,6,6,3,0.0,0.0,0.0
3,ITA,7,1,5,0.0,0.0,0.0
3,ITA,15,1,1,0.0,0.0,1.0
3,ITA,19,12,4,0.0,0.0,0.0
3,ITA,6,6,3,0.0,0.0,0.0
3,ITA,16,3,2,1.0,0.0,0.0
3,ITA,5,8,8,0.0,0.0,0.0
3,ITA,6,5,5,0.0,0.0,0.0
3,ITA,15,1,1,0.0,0.0,0.0
3,ITA,7,4,3,0.0,0.0,0.0
3,ITA,16,12,6,0.0,0.0,1.0
3,ITA,14,1,2,0.0,0.0,1.0
3,ITA,16,12,6,0.0,0.0,1.0
3,ITA,14,1,2,1.0,0.0,0.0
3,ITA,15,12,6,0.0,0.0,0.0
3,ITA,7,5,3,0.0,0.0,0.0
3,ITA,14,2,1,0.0,0.0,0.0
3,ITA,5,2,2,0.0,0.0,0.0
3,ITA,15,5,3,0.0,0.0,0.0
3,ITA,6,3,5,0.0,0.0,0.0
3,ITA,5,1,1,0.0,0.0,1.0
3,ITA,15,12,4,0.0,0.0,0.0
3,ITA,14,2,2,0.0,0.0,0.0
3,ITA,6,3,3,0.0,0.0,0.0
3,ITA,15,5,5,0.0,0.0,0.0
3,ITA,16,3,1,0.0,0.0,1.0
3,ITA,15,2,4,0.0,0.0,0.0
3,ITA,14,3,2,0.0,0.0,1.0
3,ITA,15,12,4,0.0,0.0,0.0
3,ITA,15,12,4,0.0,0.0,0.0
3,ITA,5,1,5,0.0,0.0,0.0
3,ITA,6,2,1,0.0,0.0,0.0
3,ITA,15,5,3,0.0,1.0,0.0
3,ITA,6,1,5,0.0,1.0,0.0
3,ITA,14,2,1,0.0,0.0,1.0
3,ITA,15,12,4,0.0,0.0,1.0
3,ITA,6,10,6,0.0,0.0,0.0
3,ITA,19,3,2,0.0,0.0,0.0
3,ITA,16,3,3,0.0,0.0,0.0
3,ITA,6,2,5,0.0,0.0,0.0
3,ITA,15,2,1,0.0,0.0,0.0
3,ITA,7,5,3,0.0,1.0,0.0
3,ITA,6,2,5,0.0,1.0,0.0
3,ITA,6,10,6,0.0,0.0,0.0
3,ITA,5,1,2,0.0,0.0,1.0
3,ITA,6,10,6,0.0,0.0,0.0
3,ITA,15,8,3,1.0,0.0,0.0
3,ITA,15,4,8,0.0,0.0,0.0
3,ITA,6,3,5,0.0,1.0,0.0
3,ITA,5,3,1,0.0,0.0,1.0
3,ITA,5,12,6,0.0,0.0,0.0
3,ITA,5,8,3,1.0,0.0,0.0
3,ITA,15,4,8,0.0,1.0,0.0
3,ITA,6,2,5,0.0,1.0,0.0
3,ITA,5,2,1,0.0,0.0,0.0
3,ITA,7,6,3,0.0,0.0,0.0
3,ITA,6,2,5,0.0,0.0,0.0
3,ITA,16,3,1,0.0,0.0,0.0
3,ITA,6,6,3,1.0,0.0,0.0
3,ITA,19,12,4,0.0,0.0,0.0
3,ITA,19,12,4,0.0,0.0,0.0
